raw_text,merchant,category
VPA phonepe-9839542961@ybl YouTube Premium,YouTube Premium,Subscription
VPA 9252419138@okhdfcbank BLINKIT,Blinkit,Groceries
VPA 1209117911@ybl 1MG,1mg,Health
VPA bharatpe.odpk1acfsf6zfy40@fbpe VIVEK GAFUR SHAH,VIVEK GAFUR SHAH,Transfer
VPA mcdonald.kvk@okaxis MCDONALDS,McDonalds,Food
VPA nx8152787fho@oksbi Dr SHWETA CHAUHAN,SHWETA CHAUHAN,Transfer
VPA misalresta.zuih@fbpe Misal Restaurant,Misal Restaurant,Food
VPA paytm.jpvlnd@pthdfc BOOKMYSHOW,BookMyShow,Entertainment
VPA gpay-4947873002@ybl INDIGO,IndiGo,Transport
VPA 7282895400@paytm Mrs SNEHA AJAYKUMAR PANDEY,SNEHA AJAYKUMAR PANDEY,Transfer
VPA gpay-4699673311@axisbank BILLDESK,BillDesk,Payments
VPA faasos.synm@oksbi FAASOS,Faasos,Food
VPA gasbill.51542144@axb GAS BILL,Gas Bill,Utilities
VPA paytm.33920567@validicici PAYTM,Paytm,Payments
VPA gpay-0317543802@icici Dr RITU RAVISHANKAR AGARWAL,RITU RAVISHANKAR AGARWAL,Transfer
VPA phonepe-8236629946@okhdfcbank Eatclub,EatClub,Food
VPA gpay-2553983584@pty KUNAL RAJU SAXENA,KUNAL RAJU SAXENA,Transfer
VPA bharatpe.0l70shyvni8e6149@fbpe Mr SWATI JAIN,SWATI JAIN,Transfer
VPA paytm.rcn9t84a@ptys SWIGGY,Swiggy,Food
VPA collegefee.iksf@ibl COLLEGE FEES,College Fees,Education
VPA phonepe-4812421140@ptys Mr NAINA PRASAD SOLANKI,NAINA PRASAD SOLANKI,Transfer
VPA phonepe-4157473384@axisbank STARBUCKS,Starbucks,Food
VPA paytmqr3waau@ptybl SCHOOL FEES,School Fees,Education
VPA paytmqr9bxzms@pthdfc MEDICAL STORE,Medical Store,Health
VPA 9639191954@icici GROWW,Groww,Investment
VPA 6033230982@axl MILKBASKET,Milkbasket,Groceries
VPA mpl.6okw.kai@ybl Mpl,MPL,Entertainment
VPA amazon.35811288@okhdfcbank AMAZON,Amazon,Shopping
VPA paytm.hmgpp1no@paytm AJIO,AJIO,Shopping
VPA gpay-9678976098@ibl Mrs DIVYA RAJU GUPTA,DIVYA RAJU GUPTA,Transfer
VPA phonepe-7871584156@okhdfcbank BYJUS,Byjus,Education
VPA paytm.pjkuuh@ptys SNAPDEAL,Snapdeal,Shopping
VPA pizzahut.96230913@okhdfcbank PIZZA HUT,Pizza Hut,Food
VPA kfc.bnp8.wcr@rapl KFC,KFC,Food
VPA ie8952312bdb@okhdfcbank Mrs KUNAL RAMESH NAIR,KUNAL RAMESH NAIR,Transfer
VPA croma.37145211@okaxis CROMA,Croma,Shopping
VPA paytm.wmsy4la@pthdfc ZOMATO,Zomato,Food
VPA bharatpe.kd0rngct2xfdzoej@fbpe Dr VIVEK GAFUR SHAH,VIVEK GAFUR SHAH,Transfer
VPA rajeshsaxe970-4@icici RAJESH RAJU SAXENA,RAJESH RAJU SAXENA,Transfer
VPA paytmqr3byhpi@ptys Electricity Bill,Electricity Bill,Utilities
VPA dominos.86239240@axb Dominos,Dominos,Food
VPA paytm.o0rmhr@ptys FLIPKART,Flipkart,Shopping
VPA bharatpe.l2e4f4n3za0co76o@fbpe Ms MANISH RAMESH MALHOTRA,MANISH RAMESH MALHOTRA,Transfer
VPA yadavani294@hdfcbank Mrs ANITA SINGH YADAV,ANITA SINGH YADAV,Transfer
VPA icicipru.scs@okicici ICICI Prudential,ICICI Prudential,Investment
VPA kfc@validicici KFC,KFC,Food
VPA deepak75@axl Mr DEEPAK KUMAR NAIR,DEEPAK KUMAR NAIR,Transfer
VPA paytmqr6droiz@pty IRCTC,IRCTC,Transport
VPA paytmqr3dcto@ptybl Swiggy,Swiggy,Food
VPA paytm.yabeg1@ptys Google Pay,Google Pay,Payments
VPA paytmqr2redll@paytm ZEE5,ZEE5,Subscription
VPA phonepe-4903521356@okhdfcbank ZEPTO,Zepto,Groceries
VPA paytmqr2lsdzp@pty BOX8,Box8,Food
VPA bharatpe.a6tdv9rruhcu5m76@fbpe GOPAL RAJU SOLANKI,GOPAL RAJU SOLANKI,Transfer
VPA 6056035679@axisbank CRED,CRED,Payments
VPA ul8632397utb@axisbank Ms GAURAV PRASAD DUMANE,GAURAV PRASAD DUMANE,Transfer
VPA gpay-3586176822@okaxis Dr MEERA NAIR,MEERA NAIR,Transfer
VPA zomato.cvs4.eyc@axl ZOMATO,Zomato,Food
VPA paytmqr8zywe@paytm Zomato,Zomato,Food
VPA phonepe-2025909479@axl AMAZON,Amazon,Shopping
VPA paytmqr3xejcvy@ptybl Air India,Air India,Transport
VPA ye0340301ajx@okbizaxis Ms MADHURI MEHTA,MADHURI MEHTA,Transfer
VPA paytmqr7cxhy@ptys RedBus,RedBus,Transport
VPA ola.96695832@oksbi OLA,Ola,Transport
VPA sv2456185bih@okhdfcbank Mr RAJESH KUMAR MEHTA,RAJESH KUMAR MEHTA,Transfer
VPA bharatpe.4ejhxptuedn3jz3h@fbpe Ms NEHA SAXENA,NEHA SAXENA,Transfer
VPA phonepe-6343925295@ptys Dr KAVYA AJAYKUMAR GAWAND,KAVYA AJAYKUMAR GAWAND,Transfer
VPA zomato@okicici ZOMATO,Zomato,Food
VPA googlepay.qhad@ybl GOOGLE PAY,Google Pay,Payments
VPA patelnaina49@okicici Mr NAINA PATEL,NAINA PATEL,Transfer
VPA flipkart.0413797723692929@apl FLIPKART,Flipkart,Shopping
VPA phonepe-9125734989@axl Dr GOPAL RAVISHANKAR SOLANKI,GOPAL RAVISHANKAR SOLANKI,Transfer
VPA nainajadh815@ibl Mr NAINA RAJU JADHAV,NAINA RAJU JADHAV,Transfer
VPA coursera.0976263748453986@ybl Coursera,Coursera,Education
VPA paytm.wc8cah3g@ptys Netmeds,Netmeds,Health
VPA manish87@okicici Mr MANISH SINGH NAIK,MANISH SINGH NAIK,Transfer
VPA gpay-1667329045@sbi Mr VIVEK RAJU SAXENA,VIVEK RAJU SAXENA,Transfer
VPA amazonpr.7382023684855716@oksbi AMAZON PRIME,Amazon Prime,Subscription
VPA hdfcsecu.8578725587774969@okicici Hdfc Securities,HDFC Securities,Investment
VPA bharatpe.zuztlsuy5lv92bee@fbpe KUNAL RAVISHANKAR AGARWAL,KUNAL RAVISHANKAR AGARWAL,Transfer
VPA paytm.pvjz09@paytm PVR Cinemas,PVR Cinemas,Entertainment
VPA bharatpe.uv75d3nmyb4bomzq@fbpe Dr SANDEEP DESAI,SANDEEP DESAI,Transfer
VPA swiggy.bao@okbizaxis SWIGGY,Swiggy,Food
VPA 3024102615@ybl HDFC SECURITIES,HDFC Securities,Investment
VPA bharatpe.bd0v0njj63xvfiud@fbpe Ms MUKHTAR AJAYKUMAR VERMA,MUKHTAR AJAYKUMAR VERMA,Transfer
VPA amazon.6846081062003424@hdfcbank AMAZON,Amazon,Shopping
VPA arnav86876@ybl Ms ARNAV SINGH JADHAV,ARNAV SINGH JADHAV,Transfer
VPA 8906235466@axl Ms SACHIN AJAYKUMAR NAIR,SACHIN AJAYKUMAR NAIR,Transfer
VPA paytm.trxze1hm@pthdfc SPENCERS,Spencers,Groceries
VPA gpay-3598926256@okhdfcbank Youtube Premium,YouTube Premium,Subscription
VPA gpay-7312616850@oksbi Mrs SHWETA RAMESH SAYYED,SHWETA RAMESH SAYYED,Transfer
VPA paytm.lk8xnlo5@ptys NETFLIX,Netflix,Subscription
VPA mutualfund.33496050@okaxis Mutual Funds ICCL,Mutual Funds ICCL,Investment
VPA paytm.ouu01u@paytm Meesho,Meesho,Shopping
VPA groww.48156985@validicici Groww,Groww,Investment
VPA iciciprude.agsd@validicici ICICI Prudential,ICICI Prudential,Investment
VPA paytmqr9hnfryj@ptys Nature Basket,Nature Basket,Groceries
VPA bharatpe.ggcbi6qsrer6luu6@fbpe ANITA NAIK,ANITA NAIK,Transfer
VPA zw9489895pjh@sbi Dr ADITYA RAMESH TIWARI,ADITYA RAMESH TIWARI,Transfer
VPA ty2177417gzh@axl LATA MISHRA,LATA MISHRA,Transfer
VPA bharatpe.76tcnpj269sye6hg@fbpe Mr ADITYA AJAYKUMAR SHARMA,ADITYA AJAYKUMAR SHARMA,Transfer
VPA vivodafone.01382412@validicici Vi Vodafone,Vi Vodafone,Utilities
VPA paytm.va0l725@pty Zomato,Zomato,Food
VPA paytm.rez9gtwz@pthdfc Spencers,Spencers,Groceries
VPA paytmqr2jvtpp@pty AMAZON PRIME,Amazon Prime,Subscription
VPA 2067883171@okicici Zepto,Zepto,Groceries
VPA waterbill.gmfe@okicici WATER BILL,Water Bill,Utilities
VPA paytmqr7pangdp@ptybl PharmEasy,PharmEasy,Health
VPA paytm.fmv4xekz@paytm NEXT BILLION TECHNOLOGY,Next Billion Technology,Investment
VPA 8761238595@hdfcbank Mr DEEPAK GAFUR JAIN,DEEPAK GAFUR JAIN,Transfer
VPA gpay-7403344505@ibl Dream11,Dream11,Entertainment
VPA gpay-6430098180@sbi Myntra,Myntra,Shopping
VPA paytmqr0vvsbk@ptybl PVR CINEMAS,PVR Cinemas,Entertainment
VPA 1712227643@pthdfc Ms SUNITA DILIP AGARWAL,SUNITA DILIP AGARWAL,Transfer
VPA sbimutua.sg4o.ecn@axb SBI MUTUAL FUND,SBI Mutual Fund,Investment
VPA airtel.ndoj@fbpe AIRTEL,Airtel,Utilities
VPA kuvera.8378018204339718@sbi Kuvera,Kuvera,Investment
VPA paytm.spqb5qb@ptybl Act Fibernet,ACT Fibernet,Utilities
VPA bharatpe.4l6bp6ojc6on5zz6@fbpe Ms RAHUL GAFUR KAPOOR,RAHUL GAFUR KAPOOR,Transfer
VPA gpay-5798877492@oksbi Cleartrip,Cleartrip,Transport
VPA di1601124scj@hdfcbank Dr PALLAVI DUMANE,PALLAVI DUMANE,Transfer
VPA airindia.pizl@rapl AIR INDIA,Air India,Transport
VPA bharatpe.v0r095uhgcrkfkj6@fbpe DIVYA KAPOOR,DIVYA KAPOOR,Transfer
VPA practo@ibl Practo,Practo,Health
VPA upstox.7156956201753703@okhdfcbank Upstox,Upstox,Investment
VPA gpay-6980690872@okaxis Ms ANITA DUBEY,ANITA DUBEY,Transfer
VPA ez8937629vli@icici Ms TARUN PANDEY,TARUN PANDEY,Transfer
VPA bharatpe.hjobeifdd56h6u9w@fbpe Mr NEHA SINGH,NEHA SINGH,Transfer
VPA ak7625503eja@okbizaxis RAVINDRA RAJU NAIR,RAVINDRA RAJU NAIR,Transfer
VPA sbimutualf.jmha@validicici SBI MUTUAL FUND,SBI Mutual Fund,Investment
VPA apollophar@okicici Apollo Pharmacy,Apollo Pharmacy,Health
VPA byjus.rqw@okbizaxis BYJUS,Byjus,Education
VPA paytmqr9ulry@pty SPENCERS,Spencers,Groceries
VPA paytmqr2rprp@ptybl CROMA,Croma,Shopping
VPA bharatpe.k7it7xxdsbrp14xh@fbpe Ms GOPAL RAJU YADAV,GOPAL RAJU YADAV,Transfer
VPA anjali76@oksbi Mr ANJALI RAVISHANKAR REDDY,ANJALI RAVISHANKAR REDDY,Transfer
VPA gpay-4633515718@okhdfcbank COURSERA,Coursera,Education
VPA paytmqr9tdjw@paytm SPOTIFY,Spotify,Subscription
VPA jio.0615581083583286@okbizaxis JIO,Jio,Utilities
VPA id9420340bft@ybl POOJA GAFUR JOSHI,POOJA GAFUR JOSHI,Transfer
VPA paytm.wj2o7s@ptys BOX8,Box8,Food
VPA paytmqr3wnuczp@pty JIO,Jio,Utilities
VPA paytm.d1zqd54@ptys WATER BILL,Water Bill,Utilities
VPA dream11.96010548@axisbank DREAM11,Dream11,Entertainment
VPA groww.3632123476490785@okaxis Groww,Groww,Investment
VPA paytm.odrc11@pty SWIGGY,Swiggy,Food
VPA ansarineha3176@ybl Mr NEHA ANSARI,NEHA ANSARI,Transfer
VPA collegefee@ybl College Fees,College Fees,Education
VPA misalresta@axisbank MISAL RESTAURANT,Misal Restaurant,Food
VPA jb7000994uhz@ybl MADHURI LAL MEHTA,MADHURI LAL MEHTA,Transfer
VPA qa7429907gmt@ibl NAINA GAFUR DUBEY,NAINA GAFUR DUBEY,Transfer
VPA rapido.nlt8.cnj@validhdfc RAPIDO,Rapido,Transport
VPA croma.0198179469548995@ybl Croma,Croma,Shopping
VPA dream11@apl Dream11,Dream11,Entertainment
VPA airtel.cds@hdfcbank Airtel,Airtel,Utilities
VPA cafecoff.ztc6.zmh@axl CAFE COFFEE DAY,Cafe Coffee Day,Food
VPA dmart.03494466@axisbank Dmart,DMart,Groceries
VPA paytmqr7uiclj@pthdfc BLINKIT,Blinkit,Groceries
VPA rapido.7956544209494079@axl RAPIDO,Rapido,Transport
VPA bharatpe.nt75ez6iz8er6u0e@fbpe Mrs MEERA PATEL,MEERA PATEL,Transfer
VPA paytmqr4bbun@ptybl BLINKIT,Blinkit,Groceries
VPA paytmqr6xbgat@paytm Practo,Practo,Health
VPA irctc.87829310@ybl IRCTC,IRCTC,Transport
VPA zepto.8uug.zwm@icici Zepto,Zepto,Groceries
VPA medicalsto@oksbi Medical Store,Medical Store,Health
VPA collegefee.27599801@oksbi COLLEGE FEES,College Fees,Education
VPA gasbill.gmb@apl Gas Bill,Gas Bill,Utilities
VPA paytm.ov54c6p1@pthdfc PHARMEASY,PharmEasy,Health
VPA gpay-6262446704@oksbi TATA SKY,Tata Sky,Utilities
VPA paytm.l8ztv05x@paytm KFC,KFC,Food
VPA paytmqr6oyvfvx@paytm UBER,Uber,Transport
VPA groww.0835723246651364@icici Groww,Groww,Investment
VPA paytmqr5zzxxfx@ptybl Food Xpress,Food Xpress,Food
VPA gpay-2939469434@axisbank UPGRAD,upGrad,Education
VPA paytm.ft1ntm@pthdfc Nbc Vikhroli,NBC Vikhroli,Food
VPA paytm.u79gil0@pthdfc Zepto,Zepto,Groceries
VPA 0512046187@okaxis Nykaa,Nykaa,Shopping
VPA paytmqr2kujmqw@ptys REDBUS,RedBus,Transport
VPA paytm.qn6q7nc@ptybl Cafe Coffee Day,Cafe Coffee Day,Food
VPA mutualfund.rzru@oksbi Mutual Funds ICCL,Mutual Funds ICCL,Investment
VPA bharatpe.15s58xwbnwj6pvoc@fbpe Mr RAVINDRA REDDY,RAVINDRA REDDY,Transfer
VPA paytm.jkstcj@pty Sbi Mutual Fund,SBI Mutual Fund,Investment
VPA zerodha@apl ZERODHA,Zerodha,Investment
VPA reliance.9988081770388608@fbpe RELIANCE DIGITAL,Reliance Digital,Shopping
VPA phonepe-1478539078@axl SBI MUTUAL FUND,SBI Mutual Fund,Investment
VPA paytmqr1wwpnmo@ptys Dominos,Dominos,Food
VPA foodxpress@hdfcbank FOOD XPRESS,Food Xpress,Food
VPA bharatpe.zko0e49z7k8ch3z3@fbpe Dr DIVYA AJAYKUMAR DUBEY,DIVYA AJAYKUMAR DUBEY,Transfer
VPA flipkart.ujpt@okaxis Flipkart,Flipkart,Shopping
VPA paytm.cg1m8xfd@pthdfc MCDONALDS,McDonalds,Food
VPA ravindra71200@okbizaxis Mr RAVINDRA SINGH MEHTA,RAVINDRA SINGH MEHTA,Transfer
VPA zepto.otck.dfx@apl Zepto,Zepto,Groceries
VPA mutualfu.p6rf.dxv@apl MUTUAL FUNDS ICCL,Mutual Funds ICCL,Investment
VPA lb7173279oys@icici Dr USHA DILIP AGARWAL,USHA DILIP AGARWAL,Transfer
VPA gpay-4774222946@sbi PVR CINEMAS,PVR Cinemas,Entertainment
VPA paytmqr3oeuu@pty JIOMART,JioMart,Groceries
VPA paytm.brr1v9n@paytm SCHOOL FEES,School Fees,Education
VPA phonepe-8374907977@ibl Vedantu,Vedantu,Education
VPA swiggy.dtot@validhdfc SWIGGY,Swiggy,Food
VPA 0798487045@pty Dr VIVEK RAJU SAYYED,VIVEK RAJU SAYYED,Transfer
VPA reliance.jrm@apl RELIANCE DIGITAL,Reliance Digital,Shopping
VPA sunitagawa426-1@sbi SUNITA GAFUR GAWAND,SUNITA GAFUR GAWAND,Transfer
VPA haldirams@oksbi HALDIRAMS,Haldirams,Food
VPA paytmqr8ecjo@ptys Apollo Pharmacy,Apollo Pharmacy,Health
VPA paytm.m1fy6yo@paytm GOOGLE PAY,Google Pay,Payments
VPA na7053260tdo@icici Mr ARJUN JADHAV,ARJUN JADHAV,Transfer
VPA bigbaske.2644220969029593@okaxis BIGBASKET,BigBasket,Groceries
VPA paytm.shqcw7@paytm FOOD XPRESS,Food Xpress,Food
VPA paytm.mfk043b@pthdfc Spotify,Spotify,Subscription
VPA rapido.3wkc.nwh@ybl Rapido,Rapido,Transport
VPA paytmqr0alhcj@pty Apple Media Services,Apple Media Services,Subscription
VPA paytmqr8etvah@pthdfc Vi Vodafone,Vi Vodafone,Utilities
VPA paytm.vrsnc2cz@paytm DMART,DMart,Groceries
VPA mutualfund@ybl MUTUAL FUNDS ICCL,Mutual Funds ICCL,Investment
VPA electric.bxs@axb ELECTRICITY BILL,Electricity Bill,Utilities
VPA paytm.d5swk8@ptybl REDBUS,RedBus,Transport
VPA paytm.pu9da1@pthdfc Apollo Pharmacy,Apollo Pharmacy,Health
VPA blinkit.1463031617990421@okhdfcbank BLINKIT,Blinkit,Groceries
VPA paytm.ahrxjpt2@pty APPLE MEDIA SERVICES,Apple Media Services,Subscription
VPA croma.68926860@axl CROMA,Croma,Shopping
VPA netflix.auq@fbpe Netflix,Netflix,Subscription
VPA paytmqr6cobjm@pty WATER BILL,Water Bill,Utilities
VPA nbcvikhr.h6k6.fet@axb NBC VIKHROLI,NBC Vikhroli,Food
VPA reliance.regb.tah@validhdfc RELIANCE DIGITAL,Reliance Digital,Shopping
VPA burgerking.vbzq@validicici BURGER KING,Burger King,Food
VPA paytm.ml0ijkc@ptybl NETMEDS,Netmeds,Health
VPA paytm.h4wcidu@ptys APPLE MEDIA SERVICES,Apple Media Services,Subscription
VPA wb2590956kns@hdfcbank Mrs ARNAV RAMESH DUMANE,ARNAV RAMESH DUMANE,Transfer
VPA gpay-3670241038@axisbank BLINKIT,Blinkit,Groceries
VPA ey6292693wfn@sbi Mrs NIKHIL SINGH REDDY,NIKHIL SINGH REDDY,Transfer
VPA nbcvikhrol@rapl NBC VIKHROLI,NBC Vikhroli,Food
VPA googlepa.ogo@axl GOOGLE PAY,Google Pay,Payments
VPA upstox.05664187@axb Upstox,Upstox,Investment
VPA medplus.eheh@okaxis MEDPLUS,MedPlus,Health
VPA ajio.myr0.xjh@ybl AJIO,AJIO,Shopping
VPA unacademy.42388565@axl UNACADEMY,Unacademy,Education
VPA cafecoff.7072867908740640@ibl CAFE COFFEE DAY,Cafe Coffee Day,Food
VPA bharatpe.kqe7a5ji1vege3by@fbpe Ms YASH LAL REDDY,YASH LAL REDDY,Transfer
VPA 3838058269@okicici Ms RAHUL GAFUR SINGH,RAHUL GAFUR SINGH,Transfer
VPA phonepe-9955620533@axisbank FLIPKART,Flipkart,Shopping
VPA paytm.b40k36@pty Disney Hotstar,Disney Hotstar,Subscription
VPA paytmqr9bfgy@ptys Zomato,Zomato,Food
VPA dominos.0592962229270653@validicici Dominos,Dominos,Food
VPA gpay-7166906322@ptybl Mr MONIKA AJAYKUMAR KAPOOR,MONIKA AJAYKUMAR KAPOOR,Transfer
VPA cleartri.whml.pfn@hdfcbank CLEARTRIP,Cleartrip,Transport
VPA bharatpe.6ulh3x0g6sqjy6re@fbpe NEHA SINGH JADHAV,NEHA SINGH JADHAV,Transfer
VPA sq1410527jnz@axisbank Mr RAVINDRA GAFUR SINGH,RAVINDRA GAFUR SINGH,Transfer
VPA growwinv.mjp@okicici GROWW INVEST TECH,Groww Invest Tech,Investment
VPA medicalsto.vqic@icici MEDICAL STORE,Medical Store,Health
VPA waterbil.hu6l.uzg@sbi WATER BILL,Water Bill,Utilities
VPA burgerking.57829114@fbpe BURGER KING,Burger King,Food
VPA paytm.rc7rm6j@pty MYNTRA,Myntra,Shopping
VPA paytmqr9amhclq@ptybl APPLE MEDIA SERVICES,Apple Media Services,Subscription
VPA jio.ivzc@axl JIO,Jio,Utilities
VPA uber.mrc@okicici UBER,Uber,Transport
VPA 1570433154@axisbank BIGBASKET,BigBasket,Groceries
VPA vb0399529mac@okbizaxis Ms PRIYA YADAV,PRIYA YADAV,Transfer
VPA phonepe-3273158514@okaxis MCDONALDS,McDonalds,Food
VPA paytmqr7idjul@paytm ZEPTO,Zepto,Groceries
VPA 9863210613@icici PHONEPE,PhonePe,Payments
VPA gpay-5919457575@ybl Paytm,Paytm,Payments
VPA paytm.zcmcoco@paytm Phonepe,PhonePe,Payments
VPA 8961642361@okaxis Mutual Funds Iccl,Mutual Funds ICCL,Investment
VPA paytmqr4wfaj@pty YouTube Premium,YouTube Premium,Subscription
VPA paytm.c2ibclt@paytm Paytm,Paytm,Payments
VPA paytmqr9usodof@ptybl Kuvera,Kuvera,Investment
VPA netmeds@axisbank Netmeds,Netmeds,Health
VPA 3525953322@pthdfc Mr SONIA RAVISHANKAR CHAUHAN,SONIA RAVISHANKAR CHAUHAN,Transfer
VPA paytmqr4toeiba@pthdfc Udemy,Udemy,Education
VPA 2618914117@icici Milkbasket,Milkbasket,Groceries
VPA gpay-1227530463@ybl STARBUCKS,Starbucks,Food
VPA paytm.qayfqu@ptybl REDBUS,RedBus,Transport
VPA makemytr.bmt@okicici MAKEMYTRIP,MakeMyTrip,Transport
VPA blinkit.e4un.rty@oksbi Blinkit,Blinkit,Groceries
VPA paytm.wf7jxjn@pty Barbeque Nation,Barbeque Nation,Food
VPA reliance.ok3q.kpb@apl RELIANCE DIGITAL,Reliance Digital,Shopping
VPA paytmqr0cylhw@pthdfc Billdesk,BillDesk,Payments
VPA inox.78444835@hdfcbank INOX,INOX,Entertainment
VPA unacadem.jrx@validhdfc UNACADEMY,Unacademy,Education
VPA siddharthsola502@axisbank Mr SIDDHARTH SOLANKI,SIDDHARTH SOLANKI,Transfer
VPA eatclub.06990162@validicici EatClub,EatClub,Food
VPA phonepe-7171731893@okbizaxis INOX,INOX,Entertainment
VPA swiggy.ywv@icici SWIGGY,Swiggy,Food
VPA blinkit.atwy.ait@fbpe BLINKIT,Blinkit,Groceries
VPA apollophar@sbi APOLLO PHARMACY,Apollo Pharmacy,Health
VPA 5977524418@oksbi SCHOOL FEES,School Fees,Education
VPA gpay-4470120455@axisbank MILKBASKET,Milkbasket,Groceries
VPA youtubepre.88967924@okhdfcbank YOUTUBE PREMIUM,YouTube Premium,Subscription
VPA ola.7581724619196570@oksbi OLA,Ola,Transport
VPA nq1720313jis@hdfcbank YASH RAJU DUBEY,YASH RAJU DUBEY,Transfer
VPA paytm.zzkbrh7@pthdfc Milkbasket,Milkbasket,Groceries
VPA ha6258631iuc@okhdfcbank Mrs REKHA RAMESH MALHOTRA,REKHA RAMESH MALHOTRA,Transfer
VPA paytmqr1nkkqo@paytm OLA,Ola,Transport
VPA myntra.04x0.lse@ibl Myntra,Myntra,Shopping
VPA googlepa.sht@icici GOOGLE PAY,Google Pay,Payments
VPA bharatpe.lmvk5sgcsvpaoj1m@fbpe Mr DIVYA AJAYKUMAR SAXENA,DIVYA AJAYKUMAR SAXENA,Transfer
VPA indigo.kxd@ybl Indigo,IndiGo,Transport
VPA byjus@axisbank BYJUS,Byjus,Education
VPA winzo@okbizaxis WinZo,WinZo,Entertainment
VPA phonepe-3798979060@sbi Mrs POOJA RAVISHANKAR MISHRA,POOJA RAVISHANKAR MISHRA,Transfer
VPA paytmqr3ismopb@paytm Udemy,Udemy,Education
VPA 1129109337@okicici AMAZON PRIME,Amazon Prime,Subscription
VPA paytmqr5hzzhbg@paytm Tata Cliq,Tata Cliq,Shopping
VPA paytm.pv93kmkz@pty FAASOS,Faasos,Food
VPA zerodha.qfpo.cld@ibl ZERODHA,Zerodha,Investment
VPA paytmqr8wvrhr@pthdfc Indigo,IndiGo,Transport
VPA phonepe-3868700794@oksbi Kuvera,Kuvera,Investment
VPA paytmqr3ikds@ptybl Tata Cliq,Tata Cliq,Shopping
VPA googlepa.9712316600767620@okicici GOOGLE PAY,Google Pay,Payments
VPA paytm.he7flq@pty HOTEL SHIV SAGAR,Hotel Shiv Sagar,Food
VPA kavyamish608@okhdfcbank Mr KAVYA LAL MISHRA,KAVYA LAL MISHRA,Transfer
VPA angelbroki@sbi Angel Broking,Angel Broking,Investment
VPA gpay-5775458472@ybl Dr SHWETA JOSHI,SHWETA JOSHI,Transfer
VPA vermaadi612@oksbi Mr ADITYA AJAYKUMAR VERMA,ADITYA AJAYKUMAR VERMA,Transfer
VPA paytm.bppkpgge@paytm NETFLIX,Netflix,Subscription
VPA jiomart.rvkc@apl JIOMART,JioMart,Groceries
VPA box8.46773782@fbpe BOX8,Box8,Food
VPA 8141247826@okaxis Dominos,Dominos,Food
VPA paytmqr5qppwzf@paytm SBI MUTUAL FUND,SBI Mutual Fund,Investment
VPA paytmqr7vhjon@paytm OLA,Ola,Transport
VPA naturebask.taka@rapl NATURE BASKET,Nature Basket,Groceries
VPA swiggy.4shn.eyx@okhdfcbank Swiggy,Swiggy,Food
VPA paytm.hb3d5050@ptybl Amazon,Amazon,Shopping
VPA rs6868008uzq@axisbank Mr MEERA RAMESH MEHTA,MEERA RAMESH MEHTA,Transfer
VPA gpay-4651909862@okhdfcbank OLA,Ola,Transport
VPA paytm.kfxj4p@pthdfc Myntra,Myntra,Shopping
VPA paytm.fmyz9v@pthdfc Angel Broking,Angel Broking,Investment
VPA jiomart.nwj@icici JIOMART,JioMart,Groceries
VPA amazon.40666580@okhdfcbank AMAZON,Amazon,Shopping
VPA paytmqr7yagnik@pty TATA CLIQ,Tata Cliq,Shopping
VPA aakashsayy993-2@axisbank Mr AAKASH SAYYED,AAKASH SAYYED,Transfer
VPA paytm.w3ocwb@pty FAASOS,Faasos,Food
VPA bharatpe.ttn1e4jc0ffrbewr@fbpe Mrs NEHA LAL KAPOOR,NEHA LAL KAPOOR,Transfer
VPA dream11@fbpe DREAM11,Dream11,Entertainment
VPA irctc.dnzi@icici Irctc,IRCTC,Transport
VPA qd8788486uol@icici Mr ARNAV GAJENDRA MEHTA,ARNAV GAJENDRA MEHTA,Transfer
VPA vd4174681uvq@ibl KUNAL KUMAR SOLANKI,KUNAL KUMAR SOLANKI,Transfer
VPA googlepa.sth@oksbi GOOGLE PAY,Google Pay,Payments
VPA uber.elwx@validicici Uber,Uber,Transport
VPA phonepe-8208297374@hdfcbank GROWW,Groww,Investment
VPA paytmqr1yetyu@pthdfc Netflix,Netflix,Subscription
VPA phonepe-8424981829@oksbi BURGER KING,Burger King,Food
VPA 9266591846@hdfcbank FLIPKART,Flipkart,Shopping
VPA paytmqr8oozrin@ptybl Nature Basket,Nature Basket,Groceries
VPA freshmen.1i2h.egt@ybl Freshmenu,FreshMenu,Food
VPA schoolfe.mxb@okbizaxis School Fees,School Fees,Education
VPA gpay-4723875082@ptys Mr SNEHA RAVISHANKAR SHARMA,SNEHA RAVISHANKAR SHARMA,Transfer
VPA unacademy.raoa@sbi Unacademy,Unacademy,Education
VPA yash2816@ybl Dr YASH RAVISHANKAR SHINDE,YASH RAVISHANKAR SHINDE,Transfer
VPA phonepe-5229107322@ptybl Mrs GAURAV SINGH AGARWAL,GAURAV SINGH AGARWAL,Transfer
VPA zomato.wbqq@okicici ZOMATO,Zomato,Food
VPA phonepe-0858749511@okicici DREAM11,Dream11,Entertainment
VPA phonepe-8692221969@okaxis FRESHMENU,FreshMenu,Food
VPA paytmqr3yklu@pthdfc Spencers,Spencers,Groceries
VPA phonepe-9957773872@okicici EATCLUB,EatClub,Food
VPA zee5@okaxis ZEE5,ZEE5,Subscription
VPA paytmqr0hlesxn@paytm ICICI PRUDENTIAL,ICICI Prudential,Investment
